Count,Username,Post URL,Caption,Post Date,Likes,Comments
21,gtuedutr,https://www.instagram.com/p/DAJGjr7NFhv/,"🌟 TÜBİTAK Geleceğin Araştırmacılarını Arıyor! ! 🚀   393 Aday Araştırmacımızdan biri olarak kariyerine TÜBİTAK’ta başlayabilir, geleceğin bilim dünyasında yerini alabilirsin. Üniversitelerin 3. veya 4. sınıfında öğrenciysen başvurularını bekliyoruz!  👩🏻‍💻🧑🏼‍💻 Programda Seni Neler Bekliyor?  🔎 Türkiye’nin bilimsel ve teknolojik gelişiminde aktif rol oynama, 🤝Alında uzman araştırmacılarla birebir çalışma, 🎓Mezun olduğunda tam zamanlı Araştırmacı olma fırsatı.  📅 Son Başvuru Tarihi: 14 Ekim 2024, Saat 17:00  💻 Başvuru ve Detaylar İçin: www.kariyer.tubitak.gov.tr",2024-09-20 14:25:10,,
22,gtuedutr,https://www.instagram.com/p/DAI8zHbtOQP/,"🌍♻️ GTÜ Toplumsal Katkı Koordinatörlüğü, Gebze Belediyesi ve GTÜ Genç Tema Topluluğumuz ile birlikte Dünya Temizlik Günü’nde Hünkar Çayırı’ndaydık! 🙌 Rektörümüz, hocalarımız ve öğrencilerimizle birlikte çevremizi daha temiz hale getirmek için el ele verdik. 💚 Hep birlikte daha yaşanabilir bir dünya için çalışıyoruz! 🌱 #TemizBirGelecek için katkıda bulunmaya devam! 💪  🌍♻ As GTU, together with Gebze Municipality and GTU Young Tema Community, we were at Hünkar Meadow on World Cleanup Day! 🙌 Together with our rector, professors and students, we joined hands to make our environment cleaner. 💚 We are working for a more livable world together! 🌱 Keep contributing for a #CleanFuture! 💪  #avrupahareketlilikhaftası #GTÜ #DünyaTemizlikGünü #ÇevreBilinci #GençTema #ToplumsalKatkı #GelecekBizim #AtıklarıTopla #DoğaSevgisi #ÇevreDostu #HepBirlikte",2024-09-20 12:59:53,,
23,gtuedutr,https://www.instagram.com/p/DAI4bvLC_f3/,"🎉 GTÜ Makine Mühendisliği Öğretim Üyesi Doç. Dr. Gamze Gediz İliş, geliştirdiği ""Kendi kendine termal yönetimi öğrenen batarya paketi çözümü"" ile Kadın ve Demokrasi Vakfı (KADEM) tarafından düzenlenen İnovasyonda Kadın Girişimcilik Kampı'nda finale kalmayı başardı. 🔋💡 Akademisyenimizi tebrik ediyor, başarılarının devamını diliyoruz! 👏  🎉 GTU Mechanical Engineering Faculty Member Assoc. Prof. Dr. Gamze Gediz İliş has made it to the finals of the Women in Innovation Entrepreneurship Camp organized by the Women and Democracy Foundation (KADEM) with her “Battery pack solution that learns thermal management on its own”. 🔋💡 We congratulate our academician and wish her continued success! 👏  #GTÜ #GebzeTeknikÜniversitesi #MakineMühendisliği #İnovasyon #Girişimcilik #KadınGirişimciler #AkademikBaşarı #BilimKadınları #BataryaTeknolojisi #KadınVeTeknoloji #MechanicalEngineering #Innovation #Entrepreneurship #WomenEntrepreneurs #AcademicSuccess #WomenScience #BatteryTechnology #WomenAndTechnology",2024-09-20 12:21:44,,
24,gtuedutr,https://www.instagram.com/p/DAI3J2fiozd/,"💉 Rektörümüz @ProfDrHaciAli, Kocaeli Valisi İlhami Aktaş’ın da katılımıyla gerçekleşen ""PROJE 262"" etkinliğinin açılışına katıldı! Rektörümüz, Kızılay’ın hayati önemine dikkat çekerek kan bağışının yaygınlaşmasını temenni etti. 🙏 Kan bağışı ve gönüllülük konusunda her zaman desteğe hazırız! 👏  Our Rector @ProfDrHaciAli attended the opening program of ""PROJE 262"" which was jointly organized by Büyük Anadolu Hospital and Red Crescent with the participation of Kocaeli Governor İlhami Aktaş. Speaking at the program, our rector emphasized the vital importance of the Red Crescent and wished to increase blood donation and volunteerism throughout the country. He stated that we are happy to support such social responsibility campaigns with our academic, administrative staff and students as much as possible and thanked the stakeholders of the campaign.  #GTÜ #KanBağışı #Kızılay #SosyalSorumluluk #Geleceğinİçin #ToplumsalDuyarlılık #ÜniversiteHayatı #GTÜAilesi #BirlikteDahaGüçlüyüz",2024-09-20 12:10:34,,
25,gtuedutr,https://www.instagram.com/p/DAIMH6riFIL/,"GTÜ bilim insanları, Stanford Üniversitesi listesinde, 'Dünyanın En Etkili Bilim İnsanları' arasında yer aldı.💯🧪🎉  GTU scientists have been named among the ""World's Most Influential Scientists"" by Stanford University.  #gebzetekniküniversitesi #gtü #science",2024-09-20 05:54:33,,
26,gtuedutr,https://www.instagram.com/p/C_-s6JMiMqb/,"Üstün Yetenekli Öğrenciler İçin Büyük Veri Eğitimi Başladı! Gebze Teknik Üniversitesi'nin ev sahipliğinde, TÜBİTAK destekli ""Üstün Yeteneklilerin Öğreniminde Büyük Veriden Yararlanma"" projesi başladı! Bu projeyle, BİLSEM öğretmenlerine büyük veri analitiği ve teknolojinin eğitimdeki kullanımına dair bilgi ve beceriler kazandırılıyor. Eğitimde yenilikçi teknolojilerle geleceğe adım atıyoruz!   Big Data Training for Gifted Students Started! Organized by Gebze Technical University and supported by TUBITAK, ""Utilizing Big Data in the Learning of Gifted Students"" project has started! With this project, BİLSEM teachers will gain knowledge and skills about big data analysis and the use of technology in education. We are stepping into the future with innovative technologies in education! #gebzetekniküniversitesi #bilsem #tuzla",2024-09-16 13:28:38,,
27,gtuedutr,https://www.instagram.com/p/C_-d4ETCIIv/,"Herkese merhaba! GDS Mühendislik ARGE firması ile yapacağımız eğitimi sizlere duyurmaktan mutluluk duyuyoruz. Eğitim süresi iki buçuk gündür: 18 Ekim 2024: 09:00-17:00 19 Ekim 2024: 09:00-17:00 20 Ekim 2024: 09.00-13.00  Eğitim yüz yüze gerçekleştirilecektir. Eğitim, GTÜ Teknopark Anonim Şirketi’nde bulunan GDS MÜHENDİSLİK ARGE firmasının ofisinde (17.Bungalov) gerçekleştirilecektir. Eğitim, Dr. İsmail ÇİÇEK ve test konusunda uzman ekibi tarafından verilmektedir. Eğitim kontenjanı 15 kişidir. Eğitim ücreti 18.600 TL+KDV’dir.  MIL-STD-810H Askeri Ürünlerin Çevresel Uyumluluk Testleri eğitimi hakkında genel bilgiler: Bu eğitim, askeri teçhizatların ve ürünlerin MIL-STD-810H platform test gereklilikleri, diğer geçerli standartlar ve spesifikasyonlara göre test etmek ve sertifikalandırmak için önemli bir eğitimdir. Bilgilerin etkinliği ve anlaşılırlığı için eğitim materyalleri ile desteklenir ve her oturum MIL-STD-810H’de açıklanan test yöntemlerine göre planlanır. Amaç, MIL-STD-810H standardına göre ekipman testi konusunu hakkında bilgi sahibi olmaktır. Bu eğitimi tamamlayan katılımcıların aşağıdaki konularda bilgi sahibi olmaları beklenmektedir: •	MIL-STD-810H test yöntemlerini ve prosedürlerini anlamak, •	Yaşam Döngüsü Çevre ve Görev Profilleri açısından terziliğin nasıl uygulanacağını anlamak, •	Hassasiyet listesini yazabilme kabiliyeti kazanmak, •	Test süreci hedeflerini ve aktiviteleri anlamak, •	Test planları geliştirebilmek ve testleri planlayabilmek,  •	Testleri yürütebilmek, •	Test sonuçlarını anlayabilmek,  •	Test raporlarını oluşturabilmek,  •	Test sonuçlarındaki sorunları, değişiklik önerileri veya risk değerlendirmesi ile anormallikleri kabul ederek çözebilmek. Eğitime katılım göstermek isteyenlerin 10 Ekim 2024 tarihine kadar kayıt yaptırmaları gerekmektedir. Katılım ve daha fazla bilgi için lütfen teknopark@gtu.edu.tr mail adresi üzerinden bizlerle iletişime geçiniz. İlginiz için şimdiden teşekkür eder, sizleri aramızda görmekten memnuniyet duyarız. Saygılarımızla, GTÜ Teknopark Anonim Şirketi  @tcsanayi @gtuedutr @gtu.tto  @gdsegitim @gisbir @botastr   #denizcilik #sanayi #eğitim #proje #askeri #savunma #savunmasanayi  #teknopark #gtuteknopark",2024-09-16 11:17:16,,
28,gtuedutr,https://www.instagram.com/p/C_-DQRfCWe-/,#GebzeTeknikÜniversitesi #GTÜ #Oryantasyon #ÜniversiteHayatı #HoşGeldiniz #YeniBaşlangıçlar #GTÜOryantasyon #2024Oryantasyon #ÜniversiteliOldum #KampüsHayatı #ÖğrenciToplulukları #YabancıDiller #GTÜAilesi #TürkcellSinema #GTÜEtkinlikleri #EğitimHayatı #gebzetechnicaluniversity,2024-09-16 07:24:39,,
29,gtuedutr,https://www.instagram.com/p/C_5CJuWtcj6/,Kampüste bir cumartesi💚🍀,2024-09-14 08:38:49,,
30,gtuedutr,https://www.instagram.com/p/C_2X2ZFNs_C/,"Değerli öğrencilerimiz ve mezunlarımız,  Kariyer yolculuğunda Yetenek Kapısı sana farklı fırsatlar sunuyor. Yetenek Kapısı üzerinden;  • Binlerce işverenin, öğrenci ve mezunlara yönelik iş/staj ilanlarına ve yarı zamanlı çalışma imkânlarına erişebilir,  • Profesyonel kariyer danışmanlarının desteğinden yararlanabilir,  • Yüzlerce kariyer etkinliğine ve gerçekleştirilecek kariyer fuarlarına katılma şansı yakalayabilirsiniz.  Tüm kariyer fırsatlarını keşfetmek için uygulamayı hemen indirin!  @tccbiko  @yetenekapisi  @kariyerkapisi  @einsan_tccbiko",2024-09-13 07:50:42,,
31,gtuedutr,https://www.instagram.com/p/C_xtCPWNhcd/,2024-2025 Akademik Yılı Araştırma Görevlisi ve ders veren Öğretim Görevlisi Oryantasyon Toplantısı GTÜ Rektör Yardımcısı Prof. Dr. Elif Damla Arısan'ın sunumu ve akademisyenlerimizin değerli deneyim aktarımları ile gerçekleştirildi. #gebzetekniküniversitesi #iyiolmak,2024-09-11 12:20:59,,
32,gtuedutr,https://www.instagram.com/p/C_xlYkotm22/,📢Sosyal Bilimler Öğrencilerimize Yönelik Yepyeni Programlarımızın Başvuruları Başladı!   ➡️Savunma Sanayii 102 Eğitim Programı ➡️Savunma Sanayii 402 Eğitim Programı   🔎Başvuru için: www.vizyonergenc.com   Milli Yetkinlik Hamlesi doğrultusunda sosyal bilimler öğrencilerimiz için hazırlanan programlarımız hakkında detaylı bilgi almak için “savunma102.ssa.gov.tr” ve “savunma402.ssa.gov.tr” adreslerimizi ziyaret edebilirsiniz.   #MilliYetkinlikHamlesi #SavunmaSanayiiAkademi #SavunmaSanayii102 #SavunmaSanayii402,2024-09-11 11:12:45,,
33,gtuedutr,https://www.instagram.com/p/C_xlIWFNPCx/,📢Savunma Sanayii 101 Eğitim Programı ve Savunma Sanayii 401 Eğitim Programı Başvuruları Başladı!   🔎Başvuru için: www.vizyonergenc.com   Milli Yetkinlik Hamlesi doğrultusunda hazırlanan programlarımız hakkında detaylı bilgi almak için “savunma101.ssa.gov.tr” ve “savunma401.ssa.gov.tr” adreslerimizi ziyaret edebilirsiniz.     #MilliYetkinlikHamlesi #SavunmaSanayiiAkademi #SavunmaSanayii101 #savunmasanayii401,2024-09-11 11:10:32,,
34,gtuedutr,https://www.instagram.com/p/C_xTS8KNqpt/,"GTÜ Toplumsal Katkı Koordinatörlüğünün öncülüğünde akademisyenlerimiz ve öğrencilerimizden oluşan 40 kişilik ekibimiz, 2. Hatay Bilim Şenliği için hazırlıklarını tamamladı! Bilim ve öğrenme tutkusunu teşvik etmek amacıyla birbirinden farklı temalarla oluşturulmuş atölyelerimiz ve zengin içeriklerle dolu eğitimler ve paneller katılımcılarımızı bekliyor. Geleneksel hale getirmeyi hedeflediğimiz bu etkinlik, bilimin gücüyle geleceği şekillendirmeye devam edecek. Altın sponsorumuz @octoxlabs OctoXLabs’a, diğer sponsorlarımız @soroptimistturkiye Türkiye Soroptimist Kulüpleri Federasyonu’na, @gebzeticodası Gebze Ticaret Odası’na, @daricabelediyesi Darıca Belediyesi’ne ve @cayirovabld Çayırova Belediyesi’ne değerli destekleri için sonsuz teşekkürlerimizi sunarız.",2024-09-11 08:34:42,,
35,gtuedutr,https://www.instagram.com/p/C_vDLMntAJi/,"Dear GTU students,  To register for the English exam for IAESTE internship opportunities, please scan the qr code.  Değerli GTÜ öğrencilerimiz,   IAESTE staj imkanı için ingilizce sınavına kayıt olmak için lütfen qr kodu okutun.  #gtu #iaeste #iaeste_turkey #internship #interships",2024-09-10 11:35:21,,
36,gtuedutr,https://www.instagram.com/p/C_vAyTwRCmG/,GTÜ'de Ağustos  #gebzetekniküniversitesi,2024-09-10 11:15:14,,
37,gtuedutr,https://www.instagram.com/p/C_urLp5OY0G/,"A delegation from the Ministry of Agriculture, Fisheries, and Agrarian Reform – Bangsamoro Autonomous Region in Muslim Mindanao (MAFAR-BARMM), Philippines, led by His Excellency Minister Dr. Mohammad S. Yacob visited Gebze Technical University (GTU) on 3rd September 2024. The delegation discussed areas of mutual interest in the general domain of agriculture, visited institutes of Earth & Marine Sciences and Biotechnology as well as the GTU Teknopark. The day culminated with the signing of an MoU between GTU and MAFAR-BARMM.   #türkiye #philippines #gtu #internationalcooperation #mafarbarmm",2024-09-10 08:05:42,,
38,gtuedutr,https://www.instagram.com/p/C_udSF_NEJh/,"Değerli Mezunlarımız, uzun bir aradan sonra yeniden bir araya gelmenin heyecanını yaşıyoruz. 29 Eylül Pazar günü  GTÜ’de gerçekleşecek Mezunlar Buluşmamıza davetlisiniz. Katılım için 13 Eylüle kadar kayıt olunuz:  https://forms.office.com/r/sVYj0Bv3cx  ***** Dear Alumni,  We are excited to reunite after a long break. You are invited to our Alumni Reunion, which will take place on Sunday, September 29, at GTÜ. Please register by September 13 using the following link:  https://forms.office.com/r/sVYj0Bv3cx",2024-09-10 06:04:14,,
39,gtuedutr,https://www.instagram.com/p/C_sdauPtCdp/,"GTÜ Biyomühendislik 4.sınıf öğrencileri Fatma Hafsa Tuğrul, Semanur Erdoğan, İrem Şen; atık sütlerden biyobozunur gıda ambalajı üretmeyi amaçlayan bir girişimcilik projesi olan Enature ile Anadolu Grubu tarafından gerçekleştirilen BiFikirKap Fikir Yarışması'nda 3. oldular.",2024-09-09 11:26:56,,
40,gtuedutr,https://www.instagram.com/p/C_sCaSBIDXy/,İMES Kariyer Günleri Başlıyor!   26-27 Eylül’de İMES OSB Yönetim Merkezinde gerçekleşecek olan fuara hem iş arayanları hem iş verenleri bekliyoruz.  İş arayan ve işvereni buluşturan bu istihdam günlerini kaçırmayın!  Kayıt ve bilgi için; 0262 722 91 91 yonetim@imesosb.org  kocaelivaliligi @kocaelibld @kou92official @GtuEduTr @tcdilovasi @DilovasiBld @gebze_belediye @GebzeTicOdasi @DoguMarmaraMrka @iskurkocaeli   #imeskariyergünleri #imeskariyer #sanayidegeleceğiyakala #kocaelistihdam,2024-09-09 07:30:58,,
41,gtuedutr,https://www.instagram.com/p/C_knb-yiwS1/,"Gebze Teknik Üniversitesi, 26-27 Eylül tarihlerinde İMES OSB’de düzenlenecek olan “İMES Kariyer Günleri” etkinliğine destek sağlıyor. GTÜ Rektörü Prof. Dr. Hacı Ali Mantar, etkinliğe katkı sağlamak amacıyla iş birliği protokolünü imzaladı.  Üniversite olarak, öğrencilerimize kariyer fırsatları sunmak ve sanayi ile iş birliğini güçlendirmek için buradayız!",2024-09-06 10:20:34,,
42,gtuedutr,https://www.instagram.com/p/C_iLIm4Njm9/,#GTU #GebzeTechnicalUniversity #InternationalStudents #StudyInTurkey #GlobalEducation #SATScore #HigherEducation #CampusLife #AcademicYear2025 #StudyAbroad #DiverseCommunity #StudentSuccess #GlobalOpportunities #InternationalAdmissions #WorldClassEducation,2024-09-05 11:34:46,,
43,gtuedutr,https://www.instagram.com/p/C_RLOL6N15Y/,#30AğustosZaferBayramı,2024-08-29 21:08:27,,
44,gtuedutr,https://www.instagram.com/p/C_ApLmpNfS9/,"Gebze Technical University signed a document of understanding (DoU) with Riphah International University (RIU), Pakistan on 22nd August 2024. Federally chartered in 2002, RIU began its journey as a medical college in 1995 which now boasts 8 faculties including engineering, computing, management, pharmaceutical, humanities, rehabilitation, media and health sciences. The DoU lays down the foundation of academic and research collaboration between the two universities. This development comes on the back of GTU International Cooperation Office Assistant Coordinator's visit to Riphah Institute of Systems Engineering on 28th June 2024 to initiate the discussion about various avenues of cooperation.  Gebze Teknik Üniversitesi, 22 Ağustos 2024 tarihinde Pakistan'daki Riphah Uluslararası Üniversitesi (RIU) ile bir Mutabakat Zaptı (DoU) imzaladı. 2002 yılında federal tüzükle kurulan RIU, 1995 yılında tıp fakültesi olarak başladığı yolculuğunu, mühendislik, bilgisayar, yönetim, eczacılık, beşeri bilimler, rehabilitasyon, medya ve sağlık bilimleri dahil olmak üzere 8 fakülteye sahip bir üniversite olarak sürdürmektedir. Bu DoU, iki üniversite arasında akademik ve araştırma iş birliğinin temelini atmaktadır. Bu gelişme, GTU Uluslararası İşbirliği Ofisi Yardımcı Koordinatörü'nün 28 Haziran 2024 tarihinde Riphah Sistem Mühendisliği Enstitüsü'ne yaptığı ziyareti takiben gerçekleşmiştir. Bu ziyaret, çeşitli işbirliği alanları hakkında görüşmelerin başlatılmasını sağlamıştır.  #gtu #riu #mou #dou",2024-08-23 11:03:09,,
45,gtuedutr,https://www.instagram.com/p/C_AmwD5NIRZ/,Koordinatörlüğümüzün İletişim Bilgileri ☎️,2024-08-23 10:41:55,,
46,gtuedutr,https://www.instagram.com/p/C--PLvrtz5u/,"Undersecretary of Scientific Affairs from Pakistani embassy Dr. Badar-ud-Din Ahmed visited Gebze Technical University on 21st August. He met with Rector, Vice Rector, Deans of Engineering and Aerospace faculties. In addition to the Institute of Nanotechnology, he also called upon GTU Teknopark's General Manager. The purpose of Dr. Badar's visit was to identigy the areas where GTU can play its role in improving the scientific collaboration between Pakistan and Türkiye.  #gtu #science #teknopark #technology",2024-08-22 12:37:30,,
47,gtuedutr,https://www.instagram.com/p/C-9knlot08M/,No caption,2024-08-22 06:27:54,,
48,gtuedutr,https://www.instagram.com/p/C-5QTvkNxX0/,"Alfa ETA-H olarak; TEKNOFEST 2024’te standımızda T3 Vakfı Mütevelli Heyeti Başkanı Sayın Selçuk Bayraktar’ı, Sayın Prof. Dr. Hasan Mandal’ı, TENMAK Başkanı Sayın Abdullah Buğrahan Karaveli’yi ve Tübitak RUTE Başkanı Sayın Tolgahan Kaya’yı ağırlamaktan büyük onur duyduk. Hyperloop projemizi kendileriyle paylaşmak bizler için son derece heyecan vericiydi. Destekleri ve ilgileri için teşekkür ederiz! 🚄✨ @selcuk79 @profhasanmandal #teknofest",2024-08-20 14:11:07,,
49,gtuedutr,https://www.instagram.com/p/C-2OJbittaA/,Alfa ETA Hyperloop Takımı olarak Teknofest 2024 Hyperloop Geliştirme Yarışması’nda Türkiye 3.’sü olmanın gururunu yaşıyoruz.🏆🏅🎊,2024-08-19 09:54:31,,
50,gtuedutr,https://www.instagram.com/p/C-zuUq4tu80/,Alfa ETA Hyperloop Takımı olarak Teknofest 2024 Hyperloop Geliştirme Yarışması’nda Haberleşme  Sistemi Geliştirme Ödülü aldık🏆🏅 Önümüzdeki günlerde açıklanacak olan performans derecelerini heyecanla bekliyoruz🎊,2024-08-18 10:37:57,,
51,gtuedutr,https://www.instagram.com/p/C-zX1bStxdO/,No caption,2024-08-18 07:22:50,,
52,gtuedutr,https://www.instagram.com/p/C-wmDiINp97/,#17ağustos1999,2024-08-17 05:27:59,,
53,gtuedutr,https://www.instagram.com/p/C-uiPNmN-nC/,"GTU International Cooperation Office's Assistant Coordinator Sohaib Solaija visited Bahria University, Pakistan on 28th June 2024. Bahria University (BU) is a multicampus public sector university of Pakistan with > 21,000 student strength and offering programs in various domains such as Business, Engineering, Basuc Sciences, Law, Psychology, Media, Maritime, etc. BU is ranked among the top 350 young universities of the world as per THE rankings. During the visit, he met with Pro-Rector (Academics) Rear Admiral (R) Muhammad Arshid Javed, Pro-Rector (Research, Innovation & Commercialization) Rear Admiral Ahmad Fauzan, Director (Research, Innovation & Commercialization) Dr. Saleem Aslam, HoD (Computer Science) Prof. Arif ur Rehman and Director (International Office) Dr. M. Awais to discuss avenues of collaboration between GTU and Bahria university including joint projects, co-supervision of students, summer schools, and joint conferences.  #gtu #bahriauniversity #internationalstudents #research #university",2024-08-16 10:16:09,,
54,gtuedutr,https://www.instagram.com/p/C-sIbJUt_eY/,"Aramıza yeni katılan tüm öğrencilerimizi kutlar, başarılarının devamını dileriz.",2024-08-15 11:52:06,,
55,gtuedutr,https://www.instagram.com/p/C-sCC0FtprQ/,"University of Doha for Science & Technology's Rector Dr. Salem Al-Naemi visited Gebze Technical University's Rector Prof. Dr. Hacı Ali MANTAR to discuss academic and R&D cooperation. After the meeting, the visitors toured the campus including the Institute of Biotechnology  and Teknopark.   #gtu #gtü #doha #dohaqatar #teknopark #randd #arge #science #bioengineering #academia",2024-08-15 10:56:21,,
56,gtuedutr,https://www.instagram.com/p/C-pKKAuNspD/,"Gebze Technical University is proud to announce its partnership with the Yemeni Friendship and Cooperation Association through a Memorandum of Understanding (MoU). The Association fosters unity and collaboration, empowering communities through cultural exchange and humanitarian support. The MoU was signed at the closing ceremony of the 2nd Creativity and Innovation Forum hosted by Bagcilar Municipality. The event was also market by GTU's very own Nora Al-Jawfi winning 3rd prize for her work on Memristor Device Design and Characterization.  #inovation #creativity #gtu #bagcilarbelediyesi",2024-08-14 08:09:31,,
57,gtuedutr,https://www.instagram.com/p/C-m8sVhqJTd/,"Gebze Teknik Üniversitesi'nin (GTÜ) Biyomühendislik Bölümü Öğretim Üyesi Prof. Dr. Barış Binay'ın koordinatörlüğünde yürütülen ""Biomimetic CO2 Fixation and Utilization for Formate Production"" adlı proje, Avrupa Birliği'nin Clean Energy Transition Partnership (CETPartnership) Programı kapsamında büyük bir başarıya imza attı. Türkiye'nin ev sahibi olduğu bu proje, 76 başvuru arasından seçilerek ""full proposal"" aşamasına geçmiş ve nihayetinde fon almaya hak kazanmıştır.  The project entitled ""Biomimetic CO2 Fixation and Utilization for Formate Production"", coordinated by Prof. Dr. Barış Binay, Professor of Bioengineering at Gebze Technical University (GTU), has achieved a great success within the European Union's Clean Energy Transition Partnership (CETPartnership) program. This Turkish project was selected from among 76 applicants to proceed to the ""full proposal"" stage and was finally awarded funding.",2024-08-13 11:33:23,,
58,gtuedutr,https://www.instagram.com/p/C-m2GTVKNXZ/,"Aramıza yeni katılan öğrencilerimizi kutlar, başarılar dileriz. Kesin kayıt sürecine ait tüm bilgiler web sitemize eklenmiştir.",2024-08-13 10:35:46,,
59,gtuedutr,https://www.instagram.com/p/C-c1-gDNXra/,"Gebze Technical University and National University of Sciences and Technology (NUST), Pakistan formalized their mutual collaboration by signing a document of understanding (DoU) on July 3rd. Established in 1991, NUST is Pakistan's leading university with 20+ campuses nationwide. NUST also boasts global recognition for its excellence in engineering, technology, innovation, cutting-edge research and vibrant international collaborations. The DoU lays the foundation for academic and research collaboration between these two esteemed universities. The event was marked by the visit of GTU International Cooperation Office's Assistant Coordinator Sohaib Solaija to NUST H-12 campus during which he met with Rector NUST Lt. General (R) Javed Mahmood Bukhari, Pro-Rector (Academics) Prof. Osman Hasan, Director (Academics) Dr. Adnan Maqsood, Director International Office Dr. Awais Mehmood Kamboh and visited School of Interdisciplinary Engineering & Sciences (SINES) and the newly-established NUST Chip Design Center.  #gtu #gebzetechnicaluniversity #gtuinternational #nust #pakistan #türkiye #research #university",2024-08-09 13:22:18,,
60,gtuedutr,https://www.instagram.com/p/C-LDdmDNHmc/,"22 Temmuz'da başlayan GTÜ Tanıtım Günleri bugün itibari ile sona erdi!  Rektörlük tarafından son gün kapanış töreni düzenlenerek  Rektör Prof. Dr. Hacı Ali Mantar, katkı sağlayan akademik ve idari personele teşekkür etti. Tüm aday öğrencilere tercihlerinde başarılar dileriz.",2024-08-02 15:33:48,,
61,gtuedutr,https://www.instagram.com/p/C-KLpjexFwy/,No caption,2024-08-02 07:27:07,,
62,gtuedutr,https://www.instagram.com/p/C-HuXPotq2s/,"Üniversitemiz ve Azerbaycan Savunma Sanayi Bakanlığı arasında işbirliklerimizi güçlendirmeye devam ediyoruz. 1. Faz eğitimlerimizi tamamladık .Azerbaycan Savunma Sanayi Bakan Danışmanı Dr. Osman Okur  bu kapsamda  Rektörümüz Prof. Dr. Hacı Ali Mantar'ı ziyaret etti.  We continue to strengthen the cooperation between our university and the Ministry of Defense Industry of Azerbaijan. We have completed the 1st phase of training. Dr. Osman Okur, Advisor to the Minister of Defense Industry of Azerbaijan visited our Rector Prof. Dr. Hacı Ali Mantar in this context.",2024-08-01 08:31:43,,
63,gtuedutr,https://www.instagram.com/p/C-HflhqR4zk/,GTÜ Rektör Yardımcısı Prof. Dr. Damla Arısan'ın katıldığı Eğitim Atlası yayını. #gebzetekniküniversitesi #tercih2024 #gtü #tercihdönemi #yks2024 #gebzeteknik,2024-08-01 06:27:29,,
64,gtuedutr,https://www.instagram.com/p/C-GFCuENMWh/,"Kocaeli Valiliğine atanan Vali Sayın İlhami Aktaş kampüsümüzü ziyaret etti.  Kocaeli Valimiz Sayın İlhami Aktaş Rektörümüz Prof. Dr. Hacı Ali Mantar'dan üniversitemizde yürütülen çalışmalar hakkında bilgi aldı.  Governor Mr. İlhami Aktaş, who was appointed as the Governor of Kocaeli, visited our campus.  The Governor of Kocaeli, Mr. İlhami Aktaş, received information from our Rector, Prof. Dr. Hacı Ali Mantar, about the studies conducted at our university.",2024-07-31 17:11:25,,
65,gtuedutr,https://www.instagram.com/p/C-E_i-ONFol/,"Nestled in the heart of Turkish industry, Gebze Technical University offers state-of-the-art education and research facilities. Join us and become one of the most employable graduates in the country. Admissions for international undergraduate students close on 16th August. Visit the link in bio for more details and application portal.   #gtu #gtü #howtoapply #internationalstudents #internationalrelations #gebzetechnicaluniversity",2024-07-31 07:04:34,,
66,gtuedutr,https://www.instagram.com/p/C-E-uvrqRdP/,#tercih2024 #gtü #tercihdönemi #yks2024 #gebzetekniküniversitesi,2024-07-31 06:57:01,,
67,gtuedutr,https://www.instagram.com/p/C-DYocht3gL/,ARC’24 DUMP! 🤩✨,2024-07-30 16:04:52,,
68,gtuedutr,https://www.instagram.com/p/C-Cp9p7t1L6/,#gebzetekniküniversitesi #tercih2024 #gtü  #tercihdönemi #yks2024 #gebzeteknik,2024-07-30 09:17:13,,
69,gtuedutr,https://www.instagram.com/p/C-AUvNlNzkR/,GTÜ ile dijital gelecek güvende!  #gebzetekniküniversitesi #tercih2024 #gtü #tercihdönemi #yks2024 #gebzeteknik #sibergüvenlik #GTÜsibergüvenlikmeslekyüksekokulu,2024-07-29 11:35:16,,
70,gtuedutr,https://www.instagram.com/p/C97U349Ni9W/,Tanıtım günlerimiz devam ediyor. Tüm aday öğrencilerimizi bekliyoruz! #gebzetekniküniversitesi #tercih2024 #gtü #tercihdönemi #yks2024 #gebzeteknik,2024-07-27 12:58:06,,
71,gtuedutr,https://www.instagram.com/p/C964d1jNKu5/,"Gtü Bilgisayar Mühendisliği Bitirme Projeleri #3  GTÜ Bilgisayar Mühendisliği 4.sınıf öğrencisi Mehmet Mete Şamlıoğlu bize projesini anlattı,projenin demosunu gösterdi, sorularımızı yanıtladı.  #gebzetekniküniversitesi #bilgisayarmühendisliği #yapayzeka #AI #proje",2024-07-27 08:50:59,,
72,gtuedutr,https://www.instagram.com/p/C963qLvtv9B/,"Gtü Bilgisayar Mühendisliği Bitirme Projeleri #2  GTÜ Bilgisayar Mühendisliği 4.sınıf öğrencisi Ahmet Kadir Aksu bize projesini anlattı, sorularımıza cevap verdi.   Peki sizce iş bulmak için mezun olmayı beklemek zorunda mıyız?  #gebzetekniküniversitesi #bilgisayarmühendisliği #yapayzeka #AI #proje",2024-07-27 08:45:43,,
73,gtuedutr,https://www.instagram.com/p/C962BO2tHdj/,Gtü Bilgisayar Mühendisliği Bitirme Projeleri #1  GTÜ Bilgisayar Mühendisliği 4.sınıf öğrencisi Berru Lafçı bize projesini anlattı.   “Yapay zeka bilgisayar mühendisliğini bitirecek mi?” Sorumuza cevap verdi.   #gebzetekniküniversitesi #bilgisayarmühendisliği #yapayzeka #AI #proje  Peki sizce yapay zeka bilgisayar mühendisliğini bitirebilir mi?,2024-07-27 08:30:11,,
